Code,Title,Season,Episode,Rating,smoothedRating,Episode Number,Number of Episodes,Prop Through Series,main_character_left
tt0043208,I Love Lucy,2.0,28.0,8.6,8.574687172170393,64.0,181,0.35359116022099446,0
tt0043208,I Love Lucy,3.0,1.0,8.2,8.599084652785772,68.0,181,0.3756906077348066,0
tt0043208,I Love Lucy,3.0,4.0,8.8,8.535133214828534,71.0,181,0.39226519337016574,0
tt0043208,I Love Lucy,3.0,8.0,8.5,8.49205939501601,75.0,181,0.4143646408839779,0
tt0043208,I Love Lucy,3.0,11.0,8.5,8.473427477275603,78.0,181,0.430939226519337,0
tt0043208,I Love Lucy,3.0,15.0,8.6,8.491511298811552,82.0,181,0.4530386740331492,0
tt0043208,I Love Lucy,3.0,18.0,8.1,8.527911544047052,85.0,181,0.4696132596685083,0
tt0043208,I Love Lucy,3.0,22.0,8.4,8.525321382875386,89.0,181,0.49171270718232046,0
tt0043208,I Love Lucy,3.0,25.0,8.5,8.477172287134591,92.0,181,0.5082872928176796,0
tt0043208,I Love Lucy,3.0,29.0,8.1,8.509212828291849,96.0,181,0.5303867403314917,0
tt0043208,I Love Lucy,4.0,1.0,8.8,8.540668842464736,99.0,181,0.5469613259668509,0
tt0043208,I Love Lucy,4.0,5.0,8.7,8.577244802234437,103.0,181,0.569060773480663,0
tt0043208,I Love Lucy,4.0,8.0,8.8,8.651918750376725,106.0,181,0.585635359116022,0
tt0043208,I Love Lucy,4.0,12.0,8.8,8.744799591871452,110.0,181,0.6077348066298343,0
tt0043208,I Love Lucy,4.0,15.0,8.9,8.68333183776853,113.0,181,0.6243093922651933,0
tt0043208,I Love Lucy,4.0,19.0,8.7,8.567077722264434,117.0,181,0.6464088397790055,0
tt0043208,I Love Lucy,4.0,23.0,8.5,8.596969995300675,121.0,181,0.6685082872928176,0
tt0043208,I Love Lucy,4.0,26.0,8.5,8.674019340707765,124.0,181,0.6850828729281768,0
tt0043208,I Love Lucy,4.0,30.0,8.7,8.700310956543362,128.0,181,0.7071823204419889,0
tt0043208,I Love Lucy,5.0,3.0,8.2,8.57673432432104,131.0,181,0.7237569060773481,0
tt0043208,I Love Lucy,5.0,7.0,8.5,8.413108789492611,135.0,181,0.7458563535911602,0
tt0043208,I Love Lucy,5.0,10.0,8.6,8.550320410030546,138.0,181,0.7624309392265194,0
tt0043208,I Love Lucy,5.0,14.0,8.6,8.634350814639966,142.0,181,0.7845303867403315,0
tt0043208,I Love Lucy,5.0,17.0,7.6,8.684029590529917,145.0,181,0.8011049723756906,0
