county_number,county,order_year,order_month,order_amount,order_revenue,number_of_orders
72,osceola,2016,8,1412.85,19567.76,307
72,osceola,2016,9,1544.69,20259.72,195
72,osceola,2016,10,1896.82,23574.41,308
72,osceola,2016,11,1923.26,23560.75,297
72,osceola,2016,12,2028.96,25880.65,326
72,osceola,2017,1,1673.59,20085.48,305
72,osceola,2017,2,1272.7,16482.81,190
72,osceola,2017,3,1522.18,17926.23,266
72,osceola,2017,4,1672.06,21662.01,244
72,osceola,2017,5,2059.38,26555.16,344
72,osceola,2017,6,1765.96,21124.98,283
72,osceola,2017,7,1666.72,21540.11,273
72,osceola,2017,8,1928.17,25151.9,296
72,osceola,2017,9,1406.36,18204.68,228
72,osceola,2017,10,1736.42,23142.43,351
72,osceola,2017,11,1562.2,20470.02,218
72,osceola,2017,12,1932.36,25964.13,283
72,osceola,2018,1,1741.18,21836.58,263
72,osceola,2018,2,1285.86,16920.2,189
72,osceola,2018,3,1500.77,19405.14,218
72,osceola,2018,4,1427.11,18389.67,211
72,osceola,2018,5,2175.38,27763.46,354
72,osceola,2018,6,1543.41,20821.27,220
72,osceola,2018,7,1988.62,24579.9,322
72,osceola,2018,8,1629.57,22333.61,293
72,osceola,2018,9,1144.19,14447.07,216
72,osceola,2018,10,2032.17,26385.57,309
72,osceola,2018,11,1844.14,24819.34,281
72,osceola,2018,12,1641.56,22740.68,279
72,osceola,2019,1,2498.39,34236.67,396
72,osceola,2019,2,1257.4,17184.56,193
72,osceola,2019,3,1435.1,18787.1,218
72,osceola,2019,4,1929.09,26218.5,325
72,osceola,2019,5,1939.56,28038.14,316
72,osceola,2019,6,1882.19,26743.98,311
72,osceola,2019,7,1703.17,23839.79,274
72,osceola,2019,8,1675.24,28185.87,304
72,osceola,2019,9,1337.37,19353.72,267
72,osceola,2019,10,1868.15,26580.09,341
72,osceola,2019,11,1255.39,20380.55,263
72,osceola,2019,12,1166.77,17933.4,242
72,osceola,2020,5,1960.36,30056.99,419
72,osceola,2020,6,2457.61,37457.27,499
72,osceola,2020,11,1438.47,20527.97,240
73,page,2012,1,6511.3,83042.97,949
73,page,2012,2,5395.97,70030.03,830
73,page,2012,3,5376.55,70431.13,777
73,page,2012,4,6094.3,79172.51,811
73,page,2012,5,7972.72,101225.04,1098
73,page,2012,6,6126.23,80769.29,884
73,page,2012,7,8742.57,116757.91,1200
73,page,2012,8,6610.09,82571.23,893
73,page,2012,9,6992.03,95045.19,819
73,page,2012,10,14568.57,193964.44,1255
73,page,2012,11,6040.96,81142.55,819
73,page,2012,12,9425.09,134876.78,1306
73,page,2013,1,6065.33,79477.57,782
73,page,2013,2,5874.39,82132.8,787
73,page,2013,3,5515.45,74269.91,758
73,page,2013,4,7770.05,103630.53,1019
73,page,2013,5,5307.32,70120.28,734
73,page,2013,6,6095.94,80188.45,794
73,page,2013,7,7064.19,92232.29,935
73,page,2013,8,7017.13,94076.68,857
73,page,2013,9,5887.06,75872.17,796
73,page,2013,10,12642.11,193962.77,1217
73,page,2013,11,5515.95,76291.77,782
73,page,2013,12,8723.37,126414.03,1266
73,page,2014,1,5531.73,74437.45,792
73,page,2014,2,5365.56,68804.56,774
73,page,2014,3,5897.9,78019.41,853
73,page,2014,4,6633.26,88162.84,956
73,page,2014,5,5678.22,76734.38,803
73,page,2014,6,8404.07,109132.67,1187
73,page,2014,7,6136.56,82424.41,868
73,page,2014,8,6514.71,89447.85,862
73,page,2014,9,7519.67,103678.07,1053
73,page,2014,10,11405.94,165346.61,1127
73,page,2014,11,5607.92,80297.1,790
73,page,2014,12,8160.85,118353.02,1209
73,page,2015,1,6135.51,81603.34,885
73,page,2015,2,5713.68,79818.29,830
73,page,2015,3,8557,126853.8,1114
73,page,2015,4,5978.99,81208.83,781
73,page,2015,5,5904.61,81194.08,830
73,page,2015,6,8145.76,112823.13,1057
73,page,2015,7,5824.6,74651.01,736
73,page,2015,8,5749.02,79919.24,749
73,page,2015,9,8307.71,115168.64,992
73,page,2015,10,9574.34,149802.97,814
73,page,2015,11,5076.48,71582.99,686
73,page,2015,12,8574.9,123120.98,1244
73,page,2016,1,4409.24,56739.17,514
73,page,2016,2,4219.62,55677.42,512
73,page,2016,3,5918.35,81836.41,691
73,page,2016,4,4670.26,63590.01,572
73,page,2016,5,7217.21,97861.44,821
73,page,2016,6,6093.95,81809.25,699
73,page,2016,7,7067.93,95778.91,685
73,page,2016,8,4422.36,53760.36,483
73,page,2016,9,7943.86,108079.72,986
73,page,2016,10,7469.08,107373.73,812
73,page,2016,11,6928.53,99065.07,812
73,page,2016,12,10161.86,151911.47,1289
73,page,2017,1,5150.18,69270.53,705
73,page,2017,2,5205.87,72648.51,665
73,page,2017,3,8489.19,113593.05,1037
73,page,2017,4,6991.05,96628.62,798
73,page,2017,5,6911.41,95229.28,891
73,page,2017,6,9660.56,138111.54,1158
73,page,2017,7,5965.02,78456.08,769
73,page,2017,8,7349.3,99338.06,860
73,page,2017,9,8177.35,112463.46,1031
73,page,2017,10,9986.77,152095.03,894
73,page,2017,11,6062.87,87244.31,722
73,page,2017,12,9640.65,144993.61,1359
73,page,2018,1,5231.62,73499.67,706
73,page,2018,2,6127.09,84115.69,778
73,page,2018,3,8899.72,126073.81,1038
73,page,2018,4,6307.18,83011.8,766
73,page,2018,5,7587.17,103312.17,847
73,page,2018,6,9014.68,125691.87,1201
73,page,2018,7,6952.46,91081.97,854
73,page,2018,8,9359.28,129528.35,1129
73,page,2018,9,7164.63,97034.43,813
73,page,2018,10,10270.61,165840.51,1016
73,page,2018,11,8037.49,117553.8,1042
73,page,2018,12,9011.16,135848.32,1060
73,page,2019,1,5808.46,75675.74,707
73,page,2019,2,7760.27,100637.4,872
73,page,2019,3,9165.73,129074.46,1062
73,page,2019,4,7936.35,105258.9,923
73,page,2019,5,11240.29,162279.12,1282
73,page,2019,6,8793.75,135020.29,984
73,page,2019,7,8519.29,129750.69,1116
73,page,2019,8,8430.82,121119.28,1104
73,page,2019,9,7459.12,110356.31,810
73,page,2019,10,8940.77,132773.86,952
73,page,2019,11,11271.61,196195.67,1206
73,page,2019,12,5817.92,88248.89,757
73,page,2020,5,12404.63,169791.04,1514
73,page,2020,6,9489.03,139352.53,1226
73,page,2020,7,1413.35,22497.14,204
73,page,2020,11,9123.7,147098.03,1154
74,palo alto,2012,1,2951.09,34369.38,640
74,palo alto,2012,2,4585.09,53043.61,823
74,palo alto,2012,3,3678.45,44387.61,685
74,palo alto,2012,4,3579.04,41788.93,664
74,palo alto,2012,5,5092.01,57087.32,897
74,palo alto,2012,6,4039.2,48090.91,738
74,palo alto,2012,7,3656.36,42676.35,719
74,palo alto,2012,8,5039.7,61167.94,978
74,palo alto,2012,9,3478.31,42112.16,688
74,palo alto,2012,10,5313.21,63779.38,899
74,palo alto,2012,11,3639.37,45331.01,743
74,palo alto,2012,12,4334,55262.92,871
74,palo alto,2013,1,4420.33,54026.02,848
74,palo alto,2013,2,3975.07,47650.49,701
74,palo alto,2013,3,4403.82,56235.25,758
74,palo alto,2013,4,4001.76,49764.56,705
74,palo alto,2013,5,4094.55,48740.45,661
74,palo alto,2013,6,3748.53,45740.37,681
74,palo alto,2013,7,5841.24,71652.99,1045
74,palo alto,2013,8,4264.71,51530.31,702
74,palo alto,2013,9,3486.79,42459.07,599
74,palo alto,2013,10,5126.69,64500.52,900
74,palo alto,2013,11,4395.92,55281.75,724
74,palo alto,2013,12,6128.73,80728.99,1005
74,palo alto,2014,1,3979.92,50742.76,686
74,palo alto,2014,2,3803.75,44224.16,630
74,palo alto,2014,3,4497.88,61536.62,809
74,palo alto,2014,4,3870.53,47807.97,771
74,palo alto,2014,5,3901.75,49154.26,683
74,palo alto,2014,6,4463.15,54930.21,855
74,palo alto,2014,7,5890.82,77056.92,913
74,palo alto,2014,8,3845.36,47058.98,683
74,palo alto,2014,9,4886.2,60567.1,786
74,palo alto,2014,10,3213.82,39985.73,645
74,palo alto,2014,11,3348.12,41681.48,692
74,palo alto,2014,12,4485.13,59118.37,922
74,palo alto,2015,1,4117.62,52744.89,747
74,palo alto,2015,2,3799.28,44891.58,634
74,palo alto,2015,3,4610.28,61120.94,820
74,palo alto,2015,4,2754.38,35090.53,524
74,palo alto,2015,5,3873.33,44539.62,656
74,palo alto,2015,6,3813.07,50000.44,798
74,palo alto,2015,7,4432.48,58014.92,836
74,palo alto,2015,8,3340.34,43698.97,628
74,palo alto,2015,9,4853.3,61305.02,904
74,palo alto,2015,10,3675.06,44469.89,669
74,palo alto,2015,11,3895.25,50190.34,647
74,palo alto,2015,12,4519.76,57730.16,829
74,palo alto,2016,1,3646.98,45654.03,687
74,palo alto,2016,2,4268.69,48288.89,604
74,palo alto,2016,3,4360.16,58238.34,878
74,palo alto,2016,4,3413.39,42582.44,640
74,palo alto,2016,5,4738.2,57132.66,841
74,palo alto,2016,6,3810.55,49486.73,761
74,palo alto,2016,7,4801.18,61372.05,793
74,palo alto,2016,8,4124.59,52623.34,872
74,palo alto,2016,9,3896.98,47947.47,643
74,palo alto,2016,10,2829.94,36297.21,656
74,palo alto,2016,11,4332.67,58567.13,888
74,palo alto,2016,12,5017.95,64261.8,781
74,palo alto,2017,1,3109.3,39822.56,626
74,palo alto,2017,2,4354.62,52091.14,666
74,palo alto,2017,3,4301.67,56944.25,841
74,palo alto,2017,4,2986.19,36626.16,623
74,palo alto,2017,5,6761.96,80336.46,911
74,palo alto,2017,6,3695.99,47320.51,704
74,palo alto,2017,7,3679.42,46035.37,728
74,palo alto,2017,8,5105.76,67297.52,1005
74,palo alto,2017,9,2985.7,38876.21,609
74,palo alto,2017,10,3607.35,46762.86,726
74,palo alto,2017,11,5217,69049.94,835
74,palo alto,2017,12,5014.05,66040.02,853
74,palo alto,2018,1,4015.34,51293.65,816
74,palo alto,2018,2,4945.28,55498,621
74,palo alto,2018,3,4252.78,54286.07,686
74,palo alto,2018,4,2707.61,34093.6,592
74,palo alto,2018,5,4666.38,60129.53,898
74,palo alto,2018,6,3634.29,48706.39,717
74,palo alto,2018,7,3473.77,46891.81,702
74,palo alto,2018,8,7140.99,88484.69,947
74,palo alto,2018,9,3074.28,41358.17,620
74,palo alto,2018,10,4261.05,57622.23,917
74,palo alto,2018,11,3572.7,47402.18,785
74,palo alto,2018,12,5965.71,76859.94,841
74,palo alto,2019,1,4409.32,58798.9,921
74,palo alto,2019,2,3337.24,44271.98,718
74,palo alto,2019,3,4322.19,61783.58,807
74,palo alto,2019,4,2809.74,35650.63,625
74,palo alto,2019,5,4743.43,60341.07,973
74,palo alto,2019,6,4291.52,57424.87,839
74,palo alto,2019,7,4614.2,62492.43,977
74,palo alto,2019,8,4708.28,62696.48,863
74,palo alto,2019,9,5822.65,72467.49,808
74,palo alto,2019,10,7204.33,113935.37,1252
74,palo alto,2019,11,5094.2,72722.32,896
74,palo alto,2019,12,5264.54,72823.85,713
74,palo alto,2020,5,7585.88,92861.69,883
74,palo alto,2020,6,5541.16,79529.4,923
74,palo alto,2020,7,1624.69,22678.41,258
74,palo alto,2020,11,3770.41,56690.81,635
75,plymouth,2012,1,6986.37,88929.3,865
75,plymouth,2012,2,7144.37,87569.67,823
75,plymouth,2012,3,9260.67,118022.19,1034
75,plymouth,2012,4,10665.64,128719.43,1170
75,plymouth,2012,5,10987.22,137712.85,1098
75,plymouth,2012,6,8254.99,102544.13,1066
75,plymouth,2012,7,10499.09,131339.94,1303
75,plymouth,2012,8,10875.37,134687.05,1214
75,plymouth,2012,9,7971.73,123145.11,701
75,plymouth,2012,10,15383.27,192488.63,1281
75,plymouth,2012,11,8080.84,110957.52,1000
75,plymouth,2012,12,11665.95,156713.93,1461
75,plymouth,2013,1,6955.61,88910.69,891
75,plymouth,2013,2,8424.06,103529.17,885
75,plymouth,2013,3,7479.26,98872.7,926
75,plymouth,2013,4,12218.92,165197.9,1252
75,plymouth,2013,5,9859.02,118425.49,956
75,plymouth,2013,6,7531.63,96714.69,967
75,plymouth,2013,7,10487.03,132311.13,1158
75,plymouth,2013,8,8941.63,115843.01,1012
75,plymouth,2013,9,7643.85,97815.17,812
75,plymouth,2013,10,14973.24,212796.93,1105
75,plymouth,2013,11,7672.04,100483.94,736
75,plymouth,2013,12,12172.4,173682.48,1257
75,plymouth,2014,1,9689.23,136009.44,884
75,plymouth,2014,2,7261.55,90504.52,718
75,plymouth,2014,3,8711.17,109877.31,838
75,plymouth,2014,4,10846.54,135730.33,1024
75,plymouth,2014,5,9176.52,121555.92,949
75,plymouth,2014,6,11878.77,153718.13,1343
75,plymouth,2014,7,9104.75,120542.91,942
75,plymouth,2014,8,7236.51,93273.33,869
75,plymouth,2014,9,12828.49,193061.86,1220
75,plymouth,2014,10,9709.87,126219.73,1096
75,plymouth,2014,11,9281.8,123356.78,1115
75,plymouth,2014,12,11882.69,168041.12,1595
75,plymouth,2015,1,8344.06,106452.56,1027
75,plymouth,2015,2,9402.33,120994.87,856
75,plymouth,2015,3,8504.38,113124.51,1157
75,plymouth,2015,4,8912.31,118783.23,1085
75,plymouth,2015,5,10647,140605.11,910
75,plymouth,2015,6,12760.67,188952.24,1555
75,plymouth,2015,7,7595.27,102091.69,1058
75,plymouth,2015,8,7698.79,98643.94,916
75,plymouth,2015,9,9420.39,123724.84,1146
75,plymouth,2015,10,13811.83,199002.45,1145
75,plymouth,2015,11,6073.53,81724.44,855
75,plymouth,2015,12,11794.97,164002.61,1613
75,plymouth,2016,1,7868.95,104289.93,1007
75,plymouth,2016,2,7691.22,100696.66,1098
75,plymouth,2016,3,9778.62,130859.68,1087
75,plymouth,2016,4,8983.5,120709.61,1064
75,plymouth,2016,5,12938.68,169520.7,1344
75,plymouth,2016,6,9799.34,140542.92,1032
75,plymouth,2016,7,9328.22,121454.29,899
75,plymouth,2016,8,9025.2,134801.47,1039
75,plymouth,2016,9,10986.99,170321.98,935
75,plymouth,2016,10,11491.61,159385.63,1056
75,plymouth,2016,11,10351.3,154449.07,924
75,plymouth,2016,12,12699.2,178372.63,1213
75,plymouth,2017,1,8275.91,108854.3,791
75,plymouth,2017,2,9015.13,120052.14,887
75,plymouth,2017,3,8688.22,118689.97,880
75,plymouth,2017,4,8861.24,125087.69,838
75,plymouth,2017,5,16951.02,241082.56,1464
75,plymouth,2017,6,10727.63,159310.55,1048
75,plymouth,2017,7,14082.26,182559.66,1052
75,plymouth,2017,8,10454.78,142197.1,954
75,plymouth,2017,9,8280.92,120620.64,748
75,plymouth,2017,10,14230.17,217950.06,1106
75,plymouth,2017,11,7952.93,113028.33,846
75,plymouth,2017,12,11865.64,174552.39,1346
75,plymouth,2018,1,9430.51,135877.56,941
75,plymouth,2018,2,9159.71,117970.77,746
75,plymouth,2018,3,7481.73,104167.86,799
75,plymouth,2018,4,9784.76,151112.79,875
75,plymouth,2018,5,14452.01,188366.51,1143
75,plymouth,2018,6,8527.98,119420.52,961
75,plymouth,2018,7,10606.16,146912.1,1168
75,plymouth,2018,8,10035.22,150746.22,1012
75,plymouth,2018,9,9456.44,133362.55,892
75,plymouth,2018,10,16042.28,226019.15,1116
75,plymouth,2018,11,8256.6,121989.08,977
75,plymouth,2018,12,11011.5,175297.35,1187
75,plymouth,2019,1,9300.88,133612.39,1059
75,plymouth,2019,2,10340.13,129227.48,790
75,plymouth,2019,3,7393.49,106893.54,881
75,plymouth,2019,4,10363.24,149220.92,1117
75,plymouth,2019,5,11499.1,165380.34,1161
75,plymouth,2019,6,8859.15,125159.68,1034
75,plymouth,2019,7,7214.84,102875.83,945
75,plymouth,2019,8,8891.86,133775.09,1036
75,plymouth,2019,9,9913.98,138537.83,929
75,plymouth,2019,10,18117.57,287863.73,1336
75,plymouth,2019,11,8867.9,140915.36,1156
75,plymouth,2019,12,9135.48,136822.83,1002
75,plymouth,2020,5,14087.75,186926.26,1304
75,plymouth,2020,6,13770.73,207849.91,1621
75,plymouth,2020,7,344.32,4786.58,42
75,plymouth,2020,11,7521.36,119338.89,987
76,pocahontas,2012,1,1841.55,19713.41,312
76,pocahontas,2012,2,3920.85,39797.69,401
76,pocahontas,2012,3,1896.56,21614.95,295
76,pocahontas,2012,4,2638.15,28253.33,358
76,pocahontas,2012,5,2307.42,25741.67,357
76,pocahontas,2012,6,2829.95,29706.4,399
76,pocahontas,2012,7,2596.86,27379.84,351
76,pocahontas,2012,8,2882.21,31994.35,438
76,pocahontas,2012,9,1964.98,21205.48,268
76,pocahontas,2012,10,3929.17,39263.05,399
76,pocahontas,2012,11,2142.51,24432.45,329
76,pocahontas,2012,12,2442.44,28250.21,380
76,pocahontas,2013,1,2633.1,31351.25,489
76,pocahontas,2013,2,2786.46,29452.21,357
76,pocahontas,2013,3,2354.71,25540.92,309
76,pocahontas,2013,4,2077.97,24692.91,359
76,pocahontas,2013,5,3335.29,32968.86,345
76,pocahontas,2013,6,1791.11,20633.64,322
76,pocahontas,2013,7,2618.32,28562.66,435
76,pocahontas,2013,8,2475.13,27663.33,401
76,pocahontas,2013,9,2156.39,25632.28,349
76,pocahontas,2013,10,3872.42,38107.57,377
76,pocahontas,2013,11,2148.49,25012.97,322
76,pocahontas,2013,12,2421.02,29932.01,412
76,pocahontas,2014,1,2733.22,29327.41,391
76,pocahontas,2014,2,2634.01,26883.57,275
76,pocahontas,2014,3,2233.72,25704.99,321
76,pocahontas,2014,4,1971.48,21849.2,337
76,pocahontas,2014,5,2297.91,26062.4,364
76,pocahontas,2014,6,2903.37,31363.73,383
76,pocahontas,2014,7,2724.18,30135.28,410
76,pocahontas,2014,8,2569.6,30310.72,406
76,pocahontas,2014,9,2129.05,24722.86,368
76,pocahontas,2014,10,3177.17,31244.05,274
76,pocahontas,2014,11,1991.18,24521.01,295
76,pocahontas,2014,12,3197.3,35248.15,426
76,pocahontas,2015,1,2106.09,24508.93,360
76,pocahontas,2015,2,2940.89,30679.82,310
76,pocahontas,2015,3,2766.89,28919.49,376
76,pocahontas,2015,4,2004.23,22712.81,309
76,pocahontas,2015,5,2167.74,24751.55,315
76,pocahontas,2015,6,2130.13,23182.01,335
76,pocahontas,2015,7,2792.57,32217.75,447
76,pocahontas,2015,8,2373.15,26479.4,312
76,pocahontas,2015,9,2380.6,26853.29,395
76,pocahontas,2015,10,2812.59,28636.25,265
76,pocahontas,2015,11,1818.79,21257.79,278
76,pocahontas,2015,12,3114.3,37171.29,474
76,pocahontas,2016,1,2426.71,29256.48,368
76,pocahontas,2016,2,2661.37,25879.33,235
76,pocahontas,2016,3,2479.67,30874.9,413
76,pocahontas,2016,4,1887.89,21703.65,302
76,pocahontas,2016,5,3822.2,41360.44,425
76,pocahontas,2016,6,2142.23,25093.3,358
76,pocahontas,2016,7,2788.43,31699.28,376
76,pocahontas,2016,8,1982.69,25377.93,418
76,pocahontas,2016,9,3041.16,32551.04,326
76,pocahontas,2016,10,2329.69,26693.86,312
76,pocahontas,2016,11,2665.3,33125.73,412
76,pocahontas,2016,12,2408.51,28264.99,395
76,pocahontas,2017,1,1959.71,25146.9,331
76,pocahontas,2017,2,1627.72,17977.23,246
76,pocahontas,2017,3,2132.98,25128.66,357
76,pocahontas,2017,4,2223.1,26593.39,357
76,pocahontas,2017,5,3170.13,34218.33,387
76,pocahontas,2017,6,2329.03,25691.22,331
76,pocahontas,2017,7,2467.61,27379.34,291
76,pocahontas,2017,8,3026.87,34260.96,402
76,pocahontas,2017,9,2917.26,31924.7,330
76,pocahontas,2017,10,1829.06,22377.98,335
76,pocahontas,2017,11,2657.3,31917.38,400
76,pocahontas,2017,12,2164.69,26745.79,338
76,pocahontas,2018,1,2567.75,31921.64,395
76,pocahontas,2018,2,2828.57,28801.48,255
76,pocahontas,2018,3,1679.75,20573.2,295
76,pocahontas,2018,4,2316.31,26748.65,331
76,pocahontas,2018,5,2961.34,34869.9,393
76,pocahontas,2018,6,1777.05,21974.44,318
76,pocahontas,2018,7,2430.28,28473.14,344
76,pocahontas,2018,8,3244.37,38797.07,492
76,pocahontas,2018,9,3462.85,39627.46,323
76,pocahontas,2018,10,2761.95,35414.27,453
76,pocahontas,2018,11,2207.38,26618.05,310
76,pocahontas,2018,12,2968.63,34407.66,376
76,pocahontas,2019,1,2753.85,36205.25,471
76,pocahontas,2019,2,2619.55,28906.24,278
76,pocahontas,2019,3,2500.94,31734.02,346
76,pocahontas,2019,4,2691.27,30157.87,328
76,pocahontas,2019,5,2236.88,26724.52,345
76,pocahontas,2019,6,2349.77,25937.41,288
76,pocahontas,2019,7,2859.83,32543.95,279
76,pocahontas,2019,8,3203.06,41584.09,447
76,pocahontas,2019,9,1611.23,20584.09,268
76,pocahontas,2019,10,2467.39,27068.91,264
76,pocahontas,2019,11,2341.96,29794.67,337
76,pocahontas,2019,12,1884.3,20673.55,161
76,pocahontas,2020,5,4533.43,54063.1,520
76,pocahontas,2020,6,3340.31,37670.06,371
76,pocahontas,2020,7,474,6391.9,90
76,pocahontas,2020,11,1693.92,27918.72,288
77,polk,2012,1,219218.82,3088786.01,23539
77,polk,2012,2,276152.96,3891845.46,27210
77,polk,2012,3,280645.89,4025878.56,28333
77,polk,2012,4,310381.52,4380878.84,28264
77,polk,2012,5,339797.68,4783023.83,34304
77,polk,2012,6,335759.23,4824785.47,29413
77,polk,2012,7,300102.22,4379949.39,31078
77,polk,2012,8,329579.62,4686277.43,34507
77,polk,2012,9,267301.44,3924386.53,27208
77,polk,2012,10,468762.65,7024498.36,33395
77,polk,2012,11,289777.53,4525620.2,30544
77,polk,2012,12,347569.7,5617234.13,33508
77,polk,2013,1,279959.57,4023220.58,29157
77,polk,2013,2,253474.79,3842982.29,26262
77,polk,2013,3,260216.81,3881194.69,27489
77,polk,2013,4,333957.11,4758466.89,30249
77,polk,2013,5,352243.2,5093291.3,33385
77,polk,2013,6,301613.69,4468083.56,27543
77,polk,2013,7,324794.11,4672070.35,33844
77,polk,2013,8,320761.41,4924134.72,31424
77,polk,2013,9,273747.82,4007835.72,29932
77,polk,2013,10,440207.14,6750309.86,35251
77,polk,2013,11,265339.39,4110639.89,27839
77,polk,2013,12,337983.23,5484752.77,37483
77,polk,2014,1,286706.02,4182559.88,28916
77,polk,2014,2,279567.68,4197795.6,27826
77,polk,2014,3,280143.14,4189050.59,28560
77,polk,2014,4,348121.4,5183563.39,32686
77,polk,2014,5,328280.75,4869327.97,32583
77,polk,2014,6,357486.51,5462731.67,34187
77,polk,2014,7,325227.53,4679445.81,34614
77,polk,2014,8,313379.25,4618857.97,32451
77,polk,2014,9,332155.23,5153229.15,32510
77,polk,2014,10,377525.53,5933978.62,32598
77,polk,2014,11,268659.59,4182896.26,28368
77,polk,2014,12,416017.94,6787903.17,41905
77,polk,2015,1,265820.82,4041771.55,28059
77,polk,2015,2,297221.42,4587896.35,28375
77,polk,2015,3,326891.89,5220388.22,31662
77,polk,2015,4,349863.69,5264514.35,33413
77,polk,2015,5,336353.1,5212959.09,30607
77,polk,2015,6,392518.41,6081930.56,36786
77,polk,2015,7,324014.38,4965668.96,33703
77,polk,2015,8,322564.13,4914977.03,32554
77,polk,2015,9,325633.74,5022567.12,33303
77,polk,2015,10,388358.82,6240824.65,32427
77,polk,2015,11,319449.35,5178526.34,32169
77,polk,2015,12,416670.84,6978729.02,41332
77,polk,2016,1,265141.6,4179708.2,29170
77,polk,2016,2,337343.26,5185433.09,32571
77,polk,2016,3,338900.38,5359404.49,35544
77,polk,2016,4,350130.59,5448366.1,31809
77,polk,2016,5,365547.45,5674373.46,36341
77,polk,2016,6,399516.05,5981106.84,36383
77,polk,2016,7,297112.67,4581162.27,29881
77,polk,2016,8,294951.46,4740571.77,33550
77,polk,2016,9,359352.5,5733150.95,35733
77,polk,2016,10,364434.65,6203427.85,33603
77,polk,2016,11,313727.24,5191098.89,33367
77,polk,2016,12,439107.73,7569817.61,43539
77,polk,2017,1,266780.43,4249705.87,31173
77,polk,2017,2,305436.74,5004665.66,30218
77,polk,2017,3,352613.39,5760561.01,37002
77,polk,2017,4,344263.7,5539788.25,32287
77,polk,2017,5,375256.97,5955232.03,36548
77,polk,2017,6,412370.04,6534582.74,37940
77,polk,2017,7,341462.01,5468089.91,32935
77,polk,2017,8,403332.27,6360654.83,39998
77,polk,2017,9,329921.85,5301653.6,31479
77,polk,2017,10,415301.84,7437331.04,36201
77,polk,2017,11,359224.8,6014210.79,36692
77,polk,2017,12,392175.11,6897795.78,39121
77,polk,2018,1,288335.65,4731550.12,32313
77,polk,2018,2,327364.65,5411167.34,31157
77,polk,2018,3,378124.06,6243965.73,36772
77,polk,2018,4,398323.96,6366356.19,34098
77,polk,2018,5,435169.87,7009425.82,40223
77,polk,2018,6,415689.51,6784945.54,36204
77,polk,2018,7,378960.03,6162014.89,35513
77,polk,2018,8,407878.56,6746567.99,39292
77,polk,2018,9,351208.25,5755454.48,31573
77,polk,2018,10,449091.79,8143845.81,36761
77,polk,2018,11,398364.74,6842118.81,37693
77,polk,2018,12,446212.87,8032998.8,39935
77,polk,2019,1,328257.53,5353749.21,35387
77,polk,2019,2,347871.21,5700687.09,32302
77,polk,2019,3,362485.96,6167211.54,32641
77,polk,2019,4,411579.49,6581676.44,34675
77,polk,2019,5,461645.75,7618064.76,40607
77,polk,2019,6,407021.81,6863056.57,35656
77,polk,2019,7,412268.44,6893440.17,36002
77,polk,2019,8,401445.91,6890653.14,39054
77,polk,2019,9,400605.28,7152412.17,34198
77,polk,2019,10,465161.31,8729930,38468
77,polk,2019,11,362631.5,6645132.85,35756
77,polk,2019,12,296583.68,5507350.68,29319
77,polk,2020,5,385151.36,6622883.1,43075
77,polk,2020,6,440467.25,7751464.72,43341
77,polk,2020,7,88531.47,1578076.82,8499
77,polk,2020,11,297574.72,5450289.04,33578
78,pottawattamie,2012,1,46157.39,660189.79,5321
78,pottawattamie,2012,2,47489.52,648853.09,5294
78,pottawattamie,2012,3,45230.78,650265.58,5363
78,pottawattamie,2012,4,52125.2,693045.77,5229
78,pottawattamie,2012,5,56506.48,773743.51,6639
78,pottawattamie,2012,6,55432.25,760541.14,5678
78,pottawattamie,2012,7,56280.9,779744.12,6567
78,pottawattamie,2012,8,50382.35,660693.44,5759
78,pottawattamie,2012,9,44690.52,646458.22,5139
78,pottawattamie,2012,10,80044.71,1145284.08,6845
78,pottawattamie,2012,11,45781.36,698044.71,5328
78,pottawattamie,2012,12,64576.48,980023.47,7025
78,pottawattamie,2013,1,39699.13,558876.3,5071
78,pottawattamie,2013,2,47282.73,663096.92,5252
78,pottawattamie,2013,3,48426.68,720124.12,5525
78,pottawattamie,2013,4,61705.53,857096.4,6549
78,pottawattamie,2013,5,57140.37,759492.88,5358
78,pottawattamie,2013,6,50001.09,721844.31,5114
78,pottawattamie,2013,7,55732.7,795873.93,6315
78,pottawattamie,2013,8,49851.44,692631.16,4925
78,pottawattamie,2013,9,51856.04,750005.22,5994
78,pottawattamie,2013,10,74738.54,1057477.81,5085
78,pottawattamie,2013,11,39740.49,607162.44,4585
78,pottawattamie,2013,12,62129.77,953081.95,7005
78,pottawattamie,2014,1,58412.67,820235.46,4859
78,pottawattamie,2014,2,48713.78,707836.68,4788
78,pottawattamie,2014,3,57060.91,812041.34,5838
78,pottawattamie,2014,4,47138.64,651645.96,5075
78,pottawattamie,2014,5,47581.38,675914.18,4867
78,pottawattamie,2014,6,64516.85,941313.31,6919
78,pottawattamie,2014,7,52906.97,753043.18,5765
78,pottawattamie,2014,8,49573.68,713695.68,5468
78,pottawattamie,2014,9,64652.16,955749.39,6116
78,pottawattamie,2014,10,59724.96,854048.76,5517
78,pottawattamie,2014,11,46017.24,718471.98,5471
78,pottawattamie,2014,12,69447.17,1061991.72,7483
78,pottawattamie,2015,1,50572.24,743035.88,5669
78,pottawattamie,2015,2,50319.86,736385.48,5046
78,pottawattamie,2015,3,63566.02,942272.95,6864
