Episode Number,Season,Episode,Rating,Code,Number of Episodes,Prop Through Series,Title,main_character_left
67,3,18,8.3,tt1439629,110,0.6090909090909091,Community,0
69,3,20,9.5,tt1439629,110,0.6272727272727273,Community,0
71,3,22,8.9,tt1439629,110,0.6454545454545455,Community,0
73,4,2,7.7,tt1439629,110,0.6636363636363637,Community,0
75,4,4,7.3,tt1439629,110,0.6818181818181818,Community,0
77,4,6,7.6,tt1439629,110,0.7,Community,0
80,4,9,7.1,tt1439629,110,0.7272727272727273,Community,0
82,4,11,8.1,tt1439629,110,0.7454545454545455,Community,0
84,4,13,7.9,tt1439629,110,0.7636363636363637,Community,0
86,5,2,8.7,tt1439629,110,0.7818181818181819,Community,0
88,5,4,9.2,tt1439629,110,0.8,Community,0
90,5,6,8.2,tt1439629,110,0.8181818181818182,Community,0
92,5,8,9.0,tt1439629,110,0.8363636363636363,Community,0
95,5,11,8.1,tt1439629,110,0.8636363636363636,Community,0
97,5,13,8.3,tt1439629,110,0.8818181818181818,Community,0
99,6,2,7.8,tt1439629,110,0.9,Community,0
101,6,4,8.2,tt1439629,110,0.9181818181818182,Community,0
103,6,6,7.9,tt1439629,110,0.9363636363636364,Community,0
105,6,8,8.1,tt1439629,110,0.9545454545454546,Community,0
107,6,10,7.7,tt1439629,110,0.9727272727272728,Community,0
5,1,5,8.3,tt1442437,232,0.021551724137931036,Modern Family,0
10,1,10,8.2,tt1442437,232,0.04310344827586207,Modern Family,0
14,1,14,8.1,tt1442437,232,0.0603448275862069,Modern Family,0
19,1,19,7.9,tt1442437,232,0.08189655172413793,Modern Family,0
23,1,23,8.5,tt1442437,232,0.09913793103448276,Modern Family,0
28,2,4,8.1,tt1442437,232,0.1206896551724138,Modern Family,0
32,2,8,8.4,tt1442437,232,0.13793103448275862,Modern Family,0
37,2,13,9.0,tt1442437,232,0.15948275862068967,Modern Family,0
41,2,17,7.8,tt1442437,232,0.17672413793103448,Modern Family,0
46,2,22,8.2,tt1442437,232,0.19827586206896552,Modern Family,0
50,3,2,8.2,tt1442437,232,0.21551724137931033,Modern Family,0
55,3,7,8.2,tt1442437,232,0.23706896551724138,Modern Family,0
59,3,11,7.9,tt1442437,232,0.2543103448275862,Modern Family,0
64,3,16,7.9,tt1442437,232,0.27586206896551724,Modern Family,0
68,3,20,7.7,tt1442437,232,0.29310344827586204,Modern Family,0
73,4,1,8.3,tt1442437,232,0.3146551724137931,Modern Family,0
78,4,6,7.9,tt1442437,232,0.33620689655172414,Modern Family,0
82,4,10,7.8,tt1442437,232,0.35344827586206895,Modern Family,0
87,4,15,7.8,tt1442437,232,0.375,Modern Family,0
91,4,19,7.9,tt1442437,232,0.3922413793103448,Modern Family,0
96,4,24,8.2,tt1442437,232,0.41379310344827586,Modern Family,0
100,5,4,7.8,tt1442437,232,0.43103448275862066,Modern Family,0
105,5,9,7.6,tt1442437,232,0.4525862068965517,Modern Family,0
109,5,13,8.2,tt1442437,232,0.4698275862068966,Modern Family,0
114,5,18,9.2,tt1442437,232,0.49137931034482757,Modern Family,0
118,5,22,8.4,tt1442437,232,0.5086206896551724,Modern Family,0
123,6,3,7.9,tt1442437,232,0.5301724137931034,Modern Family,0
127,6,7,8.2,tt1442437,232,0.5474137931034483,Modern Family,0
132,6,12,7.8,tt1442437,232,0.5689655172413793,Modern Family,0
136,6,16,9.5,tt1442437,232,0.5862068965517241,Modern Family,0
141,6,21,7.9,tt1442437,232,0.6077586206896551,Modern Family,0
145,7,1,7.9,tt1442437,232,0.625,Modern Family,0
150,7,6,7.6,tt1442437,232,0.646551724137931,Modern Family,0
155,7,11,8.1,tt1442437,232,0.6681034482758621,Modern Family,0
159,7,15,7.7,tt1442437,232,0.6853448275862069,Modern Family,0
164,7,20,7.6,tt1442437,232,0.7068965517241379,Modern Family,0
168,8,2,7.7,tt1442437,232,0.7241379310344828,Modern Family,0
173,8,7,7.4,tt1442437,232,0.7456896551724138,Modern Family,0
177,8,11,7.3,tt1442437,232,0.7629310344827587,Modern Family,0
182,8,16,7.2,tt1442437,232,0.7844827586206896,Modern Family,0
186,8,20,5.9,tt1442437,232,0.8017241379310345,Modern Family,0
191,9,3,7.4,tt1442437,232,0.8232758620689655,Modern Family,0
195,9,7,7.6,tt1442437,232,0.8405172413793104,Modern Family,0
200,9,12,7.4,tt1442437,232,0.8620689655172413,Modern Family,0
204,9,16,7.4,tt1442437,232,0.8793103448275862,Modern Family,0
209,9,21,7.5,tt1442437,232,0.9008620689655172,Modern Family,0
213,10,3,7.3,tt1442437,232,0.9181034482758621,Modern Family,0
218,10,8,7.4,tt1442437,232,0.9396551724137931,Modern Family,0
222,10,12,6.8,tt1442437,232,0.9568965517241379,Modern Family,0
227,10,17,7.1,tt1442437,232,0.978448275862069,Modern Family,0
2,1,2,7.8,tt1486217,102,0.0196078431372549,Archer,0
4,1,4,8.2,tt1486217,102,0.0392156862745098,Archer,0
6,1,6,8.1,tt1486217,102,0.058823529411764705,Archer,0
8,1,8,8.6,tt1486217,102,0.0784313725490196,Archer,0
10,1,10,8.1,tt1486217,102,0.09803921568627451,Archer,0
12,2,1,8.5,tt1486217,102,0.11764705882352941,Archer,0
14,2,3,7.9,tt1486217,102,0.13725490196078433,Archer,0
16,2,5,8.1,tt1486217,102,0.1568627450980392,Archer,0
18,2,7,7.9,tt1486217,102,0.17647058823529413,Archer,0
20,2,9,8.9,tt1486217,102,0.19607843137254902,Archer,0
22,2,11,8.1,tt1486217,102,0.21568627450980393,Archer,0
24,2,13,8.3,tt1486217,102,0.23529411764705882,Archer,0
26,3,2,8.2,tt1486217,102,0.2549019607843137,Archer,0
28,3,4,8.4,tt1486217,102,0.27450980392156865,Archer,0
30,3,6,8.5,tt1486217,102,0.29411764705882354,Archer,0
32,3,8,8.6,tt1486217,102,0.3137254901960784,Archer,0
34,3,10,8.0,tt1486217,102,0.3333333333333333,Archer,0
36,3,12,8.4,tt1486217,102,0.35294117647058826,Archer,0
38,4,1,8.3,tt1486217,102,0.37254901960784315,Archer,0
40,4,3,8.0,tt1486217,102,0.39215686274509803,Archer,0
42,4,5,7.6,tt1486217,102,0.4117647058823529,Archer,0
44,4,7,7.9,tt1486217,102,0.43137254901960786,Archer,0
46,4,9,8.0,tt1486217,102,0.45098039215686275,Archer,0
48,4,11,7.9,tt1486217,102,0.47058823529411764,Archer,0
50,4,13,8.0,tt1486217,102,0.49019607843137253,Archer,0
52,5,2,7.9,tt1486217,102,0.5098039215686274,Archer,0
54,5,4,8.2,tt1486217,102,0.5294117647058824,Archer,0
56,5,6,7.8,tt1486217,102,0.5490196078431373,Archer,0
58,5,8,8.3,tt1486217,102,0.5686274509803921,Archer,0
60,5,10,8.1,tt1486217,102,0.5882352941176471,Archer,0
62,5,12,8.1,tt1486217,102,0.6078431372549019,Archer,0
64,6,1,8.2,tt1486217,102,0.6274509803921569,Archer,0
66,6,3,8.3,tt1486217,102,0.6470588235294118,Archer,0
68,6,5,8.7,tt1486217,102,0.6666666666666666,Archer,0
70,6,7,7.8,tt1486217,102,0.6862745098039216,Archer,0
72,6,9,8.6,tt1486217,102,0.7058823529411765,Archer,0
74,6,11,8.0,tt1486217,102,0.7254901960784313,Archer,0
76,6,13,8.5,tt1486217,102,0.7450980392156863,Archer,0
78,7,2,8.2,tt1486217,102,0.7647058823529411,Archer,0
80,7,4,8.2,tt1486217,102,0.7843137254901961,Archer,0
82,7,6,8.4,tt1486217,102,0.803921568627451,Archer,0
84,7,8,7.8,tt1486217,102,0.8235294117647058,Archer,0
86,7,10,8.9,tt1486217,102,0.8431372549019608,Archer,0
88,8,2,7.7,tt1486217,102,0.8627450980392157,Archer,0
90,8,4,7.6,tt1486217,102,0.8823529411764706,Archer,0
92,8,6,7.9,tt1486217,102,0.9019607843137255,Archer,0
94,8,8,7.5,tt1486217,102,0.9215686274509803,Archer,0
96,9,2,7.2,tt1486217,102,0.9411764705882353,Archer,0
98,9,4,7.3,tt1486217,102,0.9607843137254902,Archer,0
100,9,6,7.4,tt1486217,102,0.9803921568627451,Archer,0
2,1,2,7.9,tt1489428,78,0.02564102564102564,Justified,0
4,1,4,8.2,tt1489428,78,0.05128205128205128,Justified,0
5,1,5,8.0,tt1489428,78,0.0641025641025641,Justified,0
7,1,7,8.4,tt1489428,78,0.08974358974358974,Justified,0
8,1,8,8.5,tt1489428,78,0.10256410256410256,Justified,0
10,1,10,8.2,tt1489428,78,0.1282051282051282,Justified,0
11,1,11,8.2,tt1489428,78,0.14102564102564102,Justified,0
13,1,13,9.3,tt1489428,78,0.16666666666666666,Justified,0
14,2,1,8.7,tt1489428,78,0.1794871794871795,Justified,0
16,2,3,8.6,tt1489428,78,0.20512820512820512,Justified,0
17,2,4,8.1,tt1489428,78,0.21794871794871795,Justified,0
19,2,6,8.3,tt1489428,78,0.24358974358974358,Justified,0
20,2,7,8.7,tt1489428,78,0.2564102564102564,Justified,0
22,2,9,9.1,tt1489428,78,0.28205128205128205,Justified,0
23,2,10,8.5,tt1489428,78,0.2948717948717949,Justified,0
25,2,12,9.1,tt1489428,78,0.32051282051282054,Justified,0
26,2,13,9.4,tt1489428,78,0.3333333333333333,Justified,0
28,3,2,8.3,tt1489428,78,0.358974358974359,Justified,0
29,3,3,8.8,tt1489428,78,0.3717948717948718,Justified,0
31,3,5,8.9,tt1489428,78,0.3974358974358974,Justified,0
32,3,6,8.3,tt1489428,78,0.41025641025641024,Justified,0
34,3,8,8.9,tt1489428,78,0.4358974358974359,Justified,0
35,3,9,8.7,tt1489428,78,0.44871794871794873,Justified,0
37,3,11,8.6,tt1489428,78,0.47435897435897434,Justified,0
38,3,12,8.9,tt1489428,78,0.48717948717948717,Justified,0
40,4,1,8.6,tt1489428,78,0.5128205128205128,Justified,0
41,4,2,8.4,tt1489428,78,0.5256410256410257,Justified,0
43,4,4,8.1,tt1489428,78,0.5512820512820513,Justified,0
44,4,5,8.6,tt1489428,78,0.5641025641025641,Justified,0
46,4,7,8.2,tt1489428,78,0.5897435897435898,Justified,0
47,4,8,9.1,tt1489428,78,0.6025641025641025,Justified,0
49,4,10,8.6,tt1489428,78,0.6282051282051282,Justified,0
50,4,11,9.3,tt1489428,78,0.6410256410256411,Justified,0
52,4,13,9.2,tt1489428,78,0.6666666666666666,Justified,0
53,5,1,8.7,tt1489428,78,0.6794871794871795,Justified,0
55,5,3,8.2,tt1489428,78,0.7051282051282052,Justified,0
56,5,4,8.2,tt1489428,78,0.717948717948718,Justified,0
58,5,6,8.6,tt1489428,78,0.7435897435897436,Justified,0
59,5,7,8.4,tt1489428,78,0.7564102564102564,Justified,0
61,5,9,8.7,tt1489428,78,0.782051282051282,Justified,0
62,5,10,8.7,tt1489428,78,0.7948717948717948,Justified,0
64,5,12,9.1,tt1489428,78,0.8205128205128205,Justified,0
65,5,13,9.1,tt1489428,78,0.8333333333333334,Justified,0
67,6,2,8.8,tt1489428,78,0.8589743589743589,Justified,0
68,6,3,8.7,tt1489428,78,0.8717948717948718,Justified,0
70,6,5,8.6,tt1489428,78,0.8974358974358975,Justified,0
71,6,6,8.9,tt1489428,78,0.9102564102564102,Justified,0
73,6,8,8.9,tt1489428,78,0.9358974358974359,Justified,0
74,6,9,9.1,tt1489428,78,0.9487179487179487,Justified,0
76,6,11,9.5,tt1489428,78,0.9743589743589743,Justified,0
2,1,2,8.0,tt1492966,61,0.03278688524590164,Louie,0
3,1,3,8.1,tt1492966,61,0.04918032786885246,Louie,0
4,1,4,8.1,tt1492966,61,0.06557377049180328,Louie,0
5,1,5,8.2,tt1492966,61,0.08196721311475409,Louie,0
6,1,6,8.2,tt1492966,61,0.09836065573770492,Louie,0
8,1,8,8.0,tt1492966,61,0.13114754098360656,Louie,0
9,1,9,8.8,tt1492966,61,0.14754098360655737,Louie,0
10,1,10,7.7,tt1492966,61,0.16393442622950818,Louie,0
11,1,11,8.0,tt1492966,61,0.18032786885245902,Louie,0
12,1,12,8.2,tt1492966,61,0.19672131147540983,Louie,0
13,1,13,8.3,tt1492966,61,0.21311475409836064,Louie,0
15,2,2,8.4,tt1492966,61,0.2459016393442623,Louie,0
16,2,3,7.9,tt1492966,61,0.26229508196721313,Louie,0
17,2,4,7.9,tt1492966,61,0.2786885245901639,Louie,0
18,2,5,7.8,tt1492966,61,0.29508196721311475,Louie,0
19,2,6,8.6,tt1492966,61,0.3114754098360656,Louie,0
21,2,8,8.8,tt1492966,61,0.3442622950819672,Louie,0
22,2,9,8.7,tt1492966,61,0.36065573770491804,Louie,0
23,2,10,7.7,tt1492966,61,0.3770491803278688,Louie,0
24,2,11,9.1,tt1492966,61,0.39344262295081966,Louie,0
25,2,12,7.9,tt1492966,61,0.4098360655737705,Louie,0
26,2,13,8.5,tt1492966,61,0.4262295081967213,Louie,0
28,3,2,8.1,tt1492966,61,0.45901639344262296,Louie,0
29,3,3,8.2,tt1492966,61,0.47540983606557374,Louie,0
30,3,4,8.5,tt1492966,61,0.4918032786885246,Louie,0
31,3,5,8.6,tt1492966,61,0.5081967213114754,Louie,0
32,3,6,8.5,tt1492966,61,0.5245901639344263,Louie,0
33,3,7,7.8,tt1492966,61,0.5409836065573771,Louie,0
35,3,9,7.7,tt1492966,61,0.5737704918032787,Louie,0
36,3,10,8.3,tt1492966,61,0.5901639344262295,Louie,0
37,3,11,8.7,tt1492966,61,0.6065573770491803,Louie,0
38,3,12,9.3,tt1492966,61,0.6229508196721312,Louie,0
39,3,13,9.0,tt1492966,61,0.639344262295082,Louie,0
41,4,2,8.7,tt1492966,61,0.6721311475409836,Louie,0
42,4,3,9.2,tt1492966,61,0.6885245901639344,Louie,0
43,4,4,8.0,tt1492966,61,0.7049180327868853,Louie,0
44,4,5,8.2,tt1492966,61,0.7213114754098361,Louie,0
45,4,6,8.4,tt1492966,61,0.7377049180327869,Louie,0
46,4,7,8.1,tt1492966,61,0.7540983606557377,Louie,0
48,4,9,8.2,tt1492966,61,0.7868852459016393,Louie,0
49,4,10,7.9,tt1492966,61,0.8032786885245902,Louie,0
50,4,11,9.2,tt1492966,61,0.819672131147541,Louie,0
51,4,12,9.5,tt1492966,61,0.8360655737704918,Louie,0
52,4,13,8.4,tt1492966,61,0.8524590163934426,Louie,0
53,4,14,8.4,tt1492966,61,0.8688524590163934,Louie,0
55,5,2,8.5,tt1492966,61,0.9016393442622951,Louie,0
56,5,3,8.5,tt1492966,61,0.9180327868852459,Louie,0
57,5,4,8.2,tt1492966,61,0.9344262295081968,Louie,0
58,5,5,8.8,tt1492966,61,0.9508196721311475,Louie,0
59,5,6,8.6,tt1492966,61,0.9672131147540983,Louie,0
2,1,2,8.4,tt1513168,62,0.03225806451612903,Through the Wormhole,0
3,1,3,8.2,tt1513168,62,0.04838709677419355,Through the Wormhole,0
4,1,4,8.4,tt1513168,62,0.06451612903225806,Through the Wormhole,0
5,1,5,8.0,tt1513168,62,0.08064516129032258,Through the Wormhole,0
6,1,6,8.0,tt1513168,62,0.0967741935483871,Through the Wormhole,0
8,1,8,8.3,tt1513168,62,0.12903225806451613,Through the Wormhole,0
9,2,1,7.7,tt1513168,62,0.14516129032258066,Through the Wormhole,0
10,2,2,8.4,tt1513168,62,0.16129032258064516,Through the Wormhole,0
11,2,3,8.4,tt1513168,62,0.1774193548387097,Through the Wormhole,0
12,2,4,7.9,tt1513168,62,0.1935483870967742,Through the Wormhole,0
14,2,6,8.1,tt1513168,62,0.22580645161290322,Through the Wormhole,0
15,2,7,8.1,tt1513168,62,0.24193548387096775,Through the Wormhole,0
16,2,8,8.2,tt1513168,62,0.25806451612903225,Through the Wormhole,0
17,2,9,7.7,tt1513168,62,0.27419354838709675,Through the Wormhole,0
18,2,10,7.5,tt1513168,62,0.2903225806451613,Through the Wormhole,0
20,3,2,7.3,tt1513168,62,0.3225806451612903,Through the Wormhole,0
21,3,3,7.0,tt1513168,62,0.3387096774193548,Through the Wormhole,0
22,3,4,7.1,tt1513168,62,0.3548387096774194,Through the Wormhole,0
23,3,5,7.2,tt1513168,62,0.3709677419354839,Through the Wormhole,0
24,3,6,7.1,tt1513168,62,0.3870967741935484,Through the Wormhole,0
26,3,8,7.5,tt1513168,62,0.41935483870967744,Through the Wormhole,0
27,3,9,7.3,tt1513168,62,0.43548387096774194,Through the Wormhole,0
28,3,10,7.7,tt1513168,62,0.45161290322580644,Through the Wormhole,0
29,4,1,7.6,tt1513168,62,0.46774193548387094,Through the Wormhole,0
30,4,2,7.4,tt1513168,62,0.4838709677419355,Through the Wormhole,0
32,4,4,7.4,tt1513168,62,0.5161290322580645,Through the Wormhole,0
33,4,5,7.2,tt1513168,62,0.532258064516129,Through the Wormhole,0
34,4,6,7.3,tt1513168,62,0.5483870967741935,Through the Wormhole,0
35,4,7,8.1,tt1513168,62,0.5645161290322581,Through the Wormhole,0
36,4,8,7.7,tt1513168,62,0.5806451612903226,Through the Wormhole,0
38,4,10,6.9,tt1513168,62,0.6129032258064516,Through the Wormhole,0
39,5,1,7.2,tt1513168,62,0.6290322580645161,Through the Wormhole,0
40,5,2,7.7,tt1513168,62,0.6451612903225806,Through the Wormhole,0
41,5,3,6.7,tt1513168,62,0.6612903225806451,Through the Wormhole,0
42,5,4,7.1,tt1513168,62,0.6774193548387096,Through the Wormhole,0
44,5,6,7.1,tt1513168,62,0.7096774193548387,Through the Wormhole,0
45,5,7,7.6,tt1513168,62,0.7258064516129032,Through the Wormhole,0
46,5,8,7.0,tt1513168,62,0.7419354838709677,Through the Wormhole,0
47,5,9,7.5,tt1513168,62,0.7580645161290323,Through the Wormhole,0
48,5,10,7.8,tt1513168,62,0.7741935483870968,Through the Wormhole,0
50,6,2,7.4,tt1513168,62,0.8064516129032258,Through the Wormhole,0
51,6,3,7.3,tt1513168,62,0.8225806451612904,Through the Wormhole,0
52,6,4,7.6,tt1513168,62,0.8387096774193549,Through the Wormhole,0
53,6,5,6.8,tt1513168,62,0.8548387096774194,Through the Wormhole,0
54,6,6,7.1,tt1513168,62,0.8709677419354839,Through the Wormhole,0
56,7,2,7.8,tt1513168,62,0.9032258064516129,Through the Wormhole,0
57,7,3,7.5,tt1513168,62,0.9193548387096774,Through the Wormhole,0
58,7,4,8.0,tt1513168,62,0.9354838709677419,Through the Wormhole,0
59,8,1,7.9,tt1513168,62,0.9516129032258065,Through the Wormhole,0
60,8,2,7.5,tt1513168,62,0.967741935483871,Through the Wormhole,0
3,1,3,8.6,tt1586680,110,0.02727272727272727,Shameless,0
5,1,5,8.2,tt1586680,110,0.045454545454545456,Shameless,0
7,1,7,8.5,tt1586680,110,0.06363636363636363,Shameless,0
9,1,9,8.8,tt1586680,110,0.08181818181818182,Shameless,0
11,1,11,8.7,tt1586680,110,0.1,Shameless,0
13,2,1,8.4,tt1586680,110,0.11818181818181818,Shameless,0
15,2,3,8.4,tt1586680,110,0.13636363636363635,Shameless,0
18,2,6,8.6,tt1586680,110,0.16363636363636364,Shameless,0
20,2,8,8.8,tt1586680,110,0.18181818181818182,Shameless,0
22,2,10,8.7,tt1586680,110,0.2,Shameless,0
24,2,12,8.9,tt1586680,110,0.21818181818181817,Shameless,0
26,3,2,8.7,tt1586680,110,0.23636363636363636,Shameless,0
28,3,4,8.7,tt1586680,110,0.2545454545454545,Shameless,0
30,3,6,9.0,tt1586680,110,0.2727272727272727,Shameless,0
33,3,9,9.1,tt1586680,110,0.3,Shameless,0
35,3,11,8.9,tt1586680,110,0.3181818181818182,Shameless,0
37,4,1,8.5,tt1586680,110,0.33636363636363636,Shameless,0
39,4,3,8.7,tt1586680,110,0.35454545454545455,Shameless,0
41,4,5,9.3,tt1586680,110,0.37272727272727274,Shameless,0
43,4,7,9.1,tt1586680,110,0.39090909090909093,Shameless,0
45,4,9,9.2,tt1586680,110,0.4090909090909091,Shameless,0
48,4,12,9.6,tt1586680,110,0.43636363636363634,Shameless,0
50,5,2,8.7,tt1586680,110,0.45454545454545453,Shameless,0
52,5,4,9.0,tt1586680,110,0.4727272727272727,Shameless,0
54,5,6,9.3,tt1586680,110,0.4909090909090909,Shameless,0
56,5,8,9.1,tt1586680,110,0.509090909090909,Shameless,0
58,5,10,9.1,tt1586680,110,0.5272727272727272,Shameless,0
60,5,12,8.3,tt1586680,110,0.5454545454545454,Shameless,0
62,6,2,8.3,tt1586680,110,0.5636363636363636,Shameless,0
65,6,5,8.7,tt1586680,110,0.5909090909090909,Shameless,0
67,6,7,8.3,tt1586680,110,0.6090909090909091,Shameless,0
69,6,9,8.8,tt1586680,110,0.6272727272727273,Shameless,0
71,6,11,9.1,tt1586680,110,0.6454545454545455,Shameless,0
73,7,1,8.8,tt1586680,110,0.6636363636363637,Shameless,0
75,7,3,8.7,tt1586680,110,0.6818181818181818,Shameless,0
77,7,5,8.4,tt1586680,110,0.7,Shameless,0
80,7,8,9.2,tt1586680,110,0.7272727272727273,Shameless,0
82,7,10,9.1,tt1586680,110,0.7454545454545455,Shameless,0
84,7,12,9.4,tt1586680,110,0.7636363636363637,Shameless,0
86,8,2,8.4,tt1586680,110,0.7818181818181819,Shameless,0
88,8,4,8.7,tt1586680,110,0.8,Shameless,0
90,8,6,8.4,tt1586680,110,0.8181818181818182,Shameless,0
92,8,8,8.3,tt1586680,110,0.8363636363636363,Shameless,0
95,8,11,8.7,tt1586680,110,0.8636363636363636,Shameless,0
97,9,1,8.3,tt1586680,110,0.8818181818181818,Shameless,0
99,9,3,7.8,tt1586680,110,0.9,Shameless,0
101,9,5,8.4,tt1586680,110,0.9181818181818182,Shameless,0
103,9,7,8.6,tt1586680,110,0.9363636363636364,Shameless,0
105,9,9,8.2,tt1586680,110,0.9545454545454546,Shameless,0
107,9,11,8.6,tt1586680,110,0.9727272727272728,Shameless,0
2,1,2,8.4,tt1606375,52,0.038461538461538464,Downton Abbey,0
3,1,3,8.5,tt1606375,52,0.057692307692307696,Downton Abbey,0
4,1,4,8.3,tt1606375,52,0.07692307692307693,Downton Abbey,0
5,1,5,8.6,tt1606375,52,0.09615384615384616,Downton Abbey,0
6,1,6,8.6,tt1606375,52,0.11538461538461539,Downton Abbey,0
7,1,7,8.9,tt1606375,52,0.1346153846153846,Downton Abbey,0
8,2,1,8.7,tt1606375,52,0.15384615384615385,Downton Abbey,0
9,2,2,8.3,tt1606375,52,0.17307692307692307,Downton Abbey,0
10,2,3,8.2,tt1606375,52,0.19230769230769232,Downton Abbey,0
11,2,4,8.4,tt1606375,52,0.21153846153846154,Downton Abbey,0
12,2,5,8.5,tt1606375,52,0.23076923076923078,Downton Abbey,0
13,2,6,8.2,tt1606375,52,0.25,Downton Abbey,0
14,2,7,8.4,tt1606375,52,0.2692307692307692,Downton Abbey,0
15,2,8,8.8,tt1606375,52,0.28846153846153844,Downton Abbey,0
16,2,9,9.1,tt1606375,52,0.3076923076923077,Downton Abbey,0
17,3,1,8.6,tt1606375,52,0.3269230769230769,Downton Abbey,0
18,3,2,8.2,tt1606375,52,0.34615384615384615,Downton Abbey,0
19,3,3,8.5,tt1606375,52,0.36538461538461536,Downton Abbey,0
20,3,4,8.1,tt1606375,52,0.38461538461538464,Downton Abbey,0
21,3,5,9.0,tt1606375,52,0.40384615384615385,Downton Abbey,0
22,3,6,8.3,tt1606375,52,0.4230769230769231,Downton Abbey,0
23,3,7,8.2,tt1606375,52,0.4423076923076923,Downton Abbey,0
24,3,8,8.4,tt1606375,52,0.46153846153846156,Downton Abbey,0
25,3,9,8.2,tt1606375,52,0.4807692307692308,Downton Abbey,0
26,4,1,8.3,tt1606375,52,0.5,Downton Abbey,0
27,4,2,8.0,tt1606375,52,0.5192307692307693,Downton Abbey,0
28,4,3,8.1,tt1606375,52,0.5384615384615384,Downton Abbey,0
29,4,4,8.0,tt1606375,52,0.5576923076923077,Downton Abbey,0
30,4,5,8.2,tt1606375,52,0.5769230769230769,Downton Abbey,0
31,4,6,8.2,tt1606375,52,0.5961538461538461,Downton Abbey,0
33,4,8,8.4,tt1606375,52,0.6346153846153846,Downton Abbey,0
34,4,9,8.5,tt1606375,52,0.6538461538461539,Downton Abbey,0
35,5,1,8.4,tt1606375,52,0.6730769230769231,Downton Abbey,0
36,5,2,8.1,tt1606375,52,0.6923076923076923,Downton Abbey,0
37,5,3,8.2,tt1606375,52,0.7115384615384616,Downton Abbey,0
38,5,4,8.2,tt1606375,52,0.7307692307692307,Downton Abbey,0
39,5,5,8.2,tt1606375,52,0.75,Downton Abbey,0
40,5,6,8.4,tt1606375,52,0.7692307692307693,Downton Abbey,0
41,5,7,8.4,tt1606375,52,0.7884615384615384,Downton Abbey,0
42,5,8,8.8,tt1606375,52,0.8076923076923077,Downton Abbey,0
43,5,9,9.0,tt1606375,52,0.8269230769230769,Downton Abbey,0
44,6,1,8.4,tt1606375,52,0.8461538461538461,Downton Abbey,0
45,6,2,8.1,tt1606375,52,0.8653846153846154,Downton Abbey,0
46,6,3,8.8,tt1606375,52,0.8846153846153846,Downton Abbey,0
47,6,4,8.5,tt1606375,52,0.9038461538461539,Downton Abbey,0
48,6,5,8.6,tt1606375,52,0.9230769230769231,Downton Abbey,0
49,6,6,8.4,tt1606375,52,0.9423076923076923,Downton Abbey,0
50,6,7,8.6,tt1606375,52,0.9615384615384616,Downton Abbey,0
51,6,8,9.1,tt1606375,52,0.9807692307692307,Downton Abbey,0
52,6,9,9.3,tt1606375,52,1.0,Downton Abbey,0
5,1,5,6.9,tt1628033,207,0.024154589371980676,Top Gear,0
9,1,9,7.0,tt1628033,207,0.043478260869565216,Top Gear,0
13,2,3,7.1,tt1628033,207,0.06280193236714976,Top Gear,0
17,2,7,7.2,tt1628033,207,0.0821256038647343,Top Gear,0
21,3,1,7.1,tt1628033,207,0.10144927536231885,Top Gear,0
25,3,5,7.2,tt1628033,207,0.12077294685990338,Top Gear,0
29,3,9,7.1,tt1628033,207,0.14009661835748793,Top Gear,0
33,4,4,7.2,tt1628033,207,0.15942028985507245,Top Gear,0
37,4,8,7.2,tt1628033,207,0.178743961352657,Top Gear,0
41,5,2,7.2,tt1628033,207,0.19806763285024154,Top Gear,0
45,5,6,7.3,tt1628033,207,0.21739130434782608,Top Gear,0
49,6,1,7.1,tt1628033,207,0.23671497584541062,Top Gear,0
53,6,5,7.1,tt1628033,207,0.2560386473429952,Top Gear,0
57,6,9,7.1,tt1628033,207,0.2753623188405797,Top Gear,0
61,7,2,7.2,tt1628033,207,0.2946859903381642,Top Gear,0
65,7,6,7.1,tt1628033,207,0.3140096618357488,Top Gear,0
69,8,3,7.5,tt1628033,207,0.3333333333333333,Top Gear,0
73,8,7,7.1,tt1628033,207,0.3526570048309179,Top Gear,0
77,9,3,8.3,tt1628033,207,0.3719806763285024,Top Gear,0
81,9,7,7.0,tt1628033,207,0.391304347826087,Top Gear,0
85,10,3,7.5,tt1628033,207,0.4106280193236715,Top Gear,0
89,10,7,7.5,tt1628033,207,0.42995169082125606,Top Gear,0
93,10,11,7.4,tt1628033,207,0.4492753623188406,Top Gear,0
97,11,4,7.6,tt1628033,207,0.46859903381642515,Top Gear,0
101,12,2,7.5,tt1628033,207,0.48792270531400966,Top Gear,0
106,12,7,7.2,tt1628033,207,0.5120772946859904,Top Gear,0
110,13,3,7.5,tt1628033,207,0.5314009661835749,Top Gear,0
114,13,7,7.6,tt1628033,207,0.5507246376811594,Top Gear,0
118,14,4,7.4,tt1628033,207,0.5700483091787439,Top Gear,0
122,15,1,7.8,tt1628033,207,0.5893719806763285,Top Gear,0
126,15,5,8.3,tt1628033,207,0.6086956521739131,Top Gear,0
130,15,9,7.6,tt1628033,207,0.6280193236714976,Top Gear,0
134,16,4,7.7,tt1628033,207,0.6473429951690821,Top Gear,0
138,16,8,6.9,tt1628033,207,0.6666666666666666,Top Gear,0
142,17,3,7.6,tt1628033,207,0.6859903381642513,Top Gear,0
